"name","rank","year","industry","sector","headquarters_state","headquarters_city","market_value_mil","revenue_mil","profit_mil","asset_mil","employees","founder_is_ceo","female_ceo","newcomer_to_fortune_500","global_500"
"EnLink Midstream",485,2022,"Pipelines","Energy","TX","Dallas",4671,6686,22,8483,1073,"no","no","yes","no"
"Southwestern Energy",486,2022,"Mining, Crude-Oil Production","Energy","TX","Spring",7990,6667,25,11848,938,"no","no","yes","no"
"Equinix",487,2022,"Real Estate","Financials","CA","Redwood City",67281,6636,500,27919,10944,"no","no","no","no"
"Dillard's",488,2022,"General Merchandisers","Retailing","AR","Little Rock",4928,6624,863,3246,25350,"no","no","yes","no"
"Regions Financial",489,2022,"Commercial Banks","Financials","AL","Birmingham",20861,6605,2521,162938,19626,"no","no","no","no"
"Yum Brands",490,2022,"Food Services","Hotels, Restaurants & Leisure","KY","Louisville",34253,6584,1575,5966,25650,"no","no","no","no"
"Landstar System",491,2022,"Trucking, Truck Leasing","Transportation","FL","Jacksonville",5600,6540,382,2046,1399,"no","no","yes","no"
"CF Industries Holdings",492,2022,"Chemicals","Chemicals","IL","Deerfield",21551,6538,917,12375,3003,"no","no","yes","no"
"Northern Trust",493,2022,"Commercial Banks","Financials","IL","Chicago",24215,6488,1545,183890,21100,"no","no","no","no"
"Robert Half International",494,2022,"Temporary Help","Business Services","CA","Menlo Park",12638,6461,599,2952,14600,"no","no","yes","no"
"Compass",495,2022,"Internet Services and Retailing","Technology","NY","New York",3359,6421,494,1801,4775,"yes","no","yes","no"
"Hasbro",496,2022,"Toys, Sporting Goods","Household Products","RI","Pawtucket",11384,6420,429,10038,6640,"no","no","no","no"
"Roper Technologies",497,2022,"Computer Software","Technology","FL","Sarasota",49869,6416,1153,23714,19300,"no","no","no","no"
"ARKO",498,2022,"Specialty Retailers: Other","Retailing","VA","Richmond",1134,6413,59,2942,11236,"no","no","yes","no"
"Frontier Communications",499,2022,"Telecommunications","Telecommunications","CT","Norwalk",6763,6411,,16481,15640,"no","no","no","no"
"Ameren",500,2022,"Utilities: Gas and Electric","Energy","MO","St. Louis",24199,6394,990,35735,9116,"no","no","no","no"
"Walmart",1,2023,"General Merchandisers","Retailing","AR","Bentonville",397475,611289,11680,243197,2100000,"no","no","no","yes"
"Amazon",2,2023,"Internet Services and Retailing","Retailing","WA","Seattle",1058440,513983,2722,462675,1541000,"no","no","no","yes"
"Exxon Mobil",3,2023,"Petroleum Refining","Energy","TX","Irving",446424,413680,55740,369067,62000,"no","no","no","yes"
"Apple",4,2023,"Computers, Office Equipment","Technology","CA","Cupertino",2609039,394328,99803,352755,164000,"no","no","no","yes"
"UnitedHealth Group",5,2023,"Health Care: Insurance and Managed Care","Health Care","MN","Minnetonka",440854,324162,20120,245705,4e+05,"no","no","no","yes"
"CVS Health",6,2023,"Health Care: Pharmacy and Other Services","Health Care","RI","Woonsocket",95422,322467,4149,228275,259500,"no","yes","no","yes"
"Berkshire Hathaway",7,2023,"Insurance: Property and Casualty (Stock)","Financials","NE","Omaha",675657,302089,22819,948452,383000,"no","no","no","yes"
"Alphabet",8,2023,"Internet Services and Retailing","Technology","CA","Mountain View",1330201,282836,59972,365264,190234,"no","no","no","yes"
"McKesson",9,2023,"Wholesalers: Health Care","Health Care","TX","Irving",48757,263966,1114,63298,66500,"no","no","no","yes"
"Chevron",10,2023,"Petroleum Refining","Energy","CA","San Ramon",311093,246252,35465,257709,43846,"no","no","no","yes"
"AmerisourceBergen",11,2023,"Wholesalers: Health Care","Health Care","PA","Conshohocken",32384,238587,1699,56561,41500,"no","no","no","yes"
"Costco Wholesale",12,2023,"General Merchandisers","Retailing","WA","Issaquah",220354,226954,5844,64166,304000,"no","no","no","yes"
"Microsoft",13,2023,"Computer Software","Technology","WA","Redmond",2146049,198270,72738,364840,221000,"no","no","no","yes"
"Cardinal Health",14,2023,"Wholesalers: Health Care","Health Care","OH","Dublin",19452,181364,933,43878,46035,"no","no","no","yes"
"Cigna",15,2023,"Health Care: Pharmacy and Other Services","Health Care","CT","Bloomfield",75901,180516,6668,143932,70231,"no","no","no","yes"
"Marathon Petroleum",16,2023,"Petroleum Refining","Energy","OH","Findlay",59544,180012,14516,89904,17800,"no","no","no","yes"
"Phillips 66",17,2023,"Petroleum Refining","Energy","TX","Houston",46727,175702,11024,76442,13000,"no","no","no","yes"
"Valero Energy",18,2023,"Petroleum Refining","Energy","TX","San Antonio",51351,171189,11528,60982,9743,"no","no","no","yes"
"Ford Motor",19,2023,"Motor Vehicles & Parts","Motor Vehicles & Parts","MI","Dearborn",50400,158057,1981,255884,173000,"no","no","no","yes"
"Home Depot",20,2023,"Specialty Retailers: Other","Retailing","GA","Atlanta",299534,157403,17105,76445,471600,"no","no","no","yes"
"General Motors",21,2023,"Motor Vehicles & Parts","Motor Vehicles & Parts","MI","Detroit",51155,156735,9934,264037,167000,"no","yes","no","yes"
"Elevance Health",22,2023,"Health Care: Insurance and Managed Care","Health Care","IN","Indianapolis",109098,156595,6025,102772,102300,"no","yes","no","yes"
"JPMorgan Chase",23,2023,"Commercial Banks","Financials","NY","New York",383549,154792,37676,3665743,293723,"no","no","no","yes"
"Kroger",24,2023,"Food & Drug Stores","Food & Drug Stores","OH","Cincinnati",35421,148258,2244,49623,430000,"no","no","no","yes"
"Centene",25,2023,"Health Care: Insurance and Managed Care","Health Care","MO","St. Louis",34810,144547,1202,76870,74300,"no","yes","no","yes"
"Verizon Communications",26,2023,"Telecommunications","Telecommunications","NY","New York",163333,136835,21256,379680,117100,"no","no","no","yes"
"Walgreens Boots Alliance",27,2023,"Food & Drug Stores","Food & Drug Stores","IL","Deerfield",29836,132703,4337,90124,262500,"no","yes","no","yes"
"Fannie Mae",28,2023,"Diversified Financials","Financials","DC","Washington",475,121596,12923,4305288,8000,"no","yes","no","yes"
"Comcast",29,2023,"Telecommunications","Telecommunications","PA","Philadelphia",159831,121427,5370,257275,186000,"no","no","no","yes"
"AT&T",30,2023,"Telecommunications","Telecommunications","TX","Dallas",137250,120741,8524,402853,160700,"no","no","no","yes"
"Meta Platforms",31,2023,"Internet Services and Retailing","Technology","CA","Menlo Park",549484,116609,23200,185727,86482,"yes","no","no","yes"
"Bank of America",32,2023,"Commercial Banks","Financials","NC","Charlotte",228780,115053,27528,3051375,216823,"no","no","no","yes"
"Target",33,2023,"General Merchandisers","Retailing","MN","Minneapolis",76250,109120,2780,53335,440000,"no","no","no","yes"
"Dell Technologies",34,2023,"Computers, Office Equipment","Technology","TX","Round Rock",29402,102301,2442,89611,133000,"yes","no","no","yes"
"Archer Daniels Midland",35,2023,"Food Production","Food, Beverages & Tobacco","IL","Chicago",43530,101556,4340,59774,41181,"no","no","no","yes"
"Citigroup",36,2023,"Commercial Banks","Financials","NY","New York",91270,101078,14845,2416676,238104,"no","yes","no","yes"
"UPS",37,2023,"Mail, Package, and Freight Delivery","Transportation","GA","Atlanta",166189,100338,11548,71124,404700,"no","yes","no","yes"
"Pfizer",38,2023,"Pharmaceuticals","Health Care","NY","New York",230292,100330,31372,197205,83000,"no","no","no","yes"
"Lowe's",39,2023,"Specialty Retailers: Other","Retailing","NC","Mooresville",119253,97059,6437,43708,244500,"no","no","no","yes"
"Johnson & Johnson",40,2023,"Pharmaceuticals","Health Care","NJ","New Brunswick",483576,94943,17941,187378,152700,"no","no","no","yes"
"FedEx",41,2023,"Mail, Package, and Freight Delivery","Transportation","TN","Memphis",57431,93512,3826,85994,464400,"no","no","no","yes"
"Humana",42,2023,"Health Care: Insurance and Managed Care","Health Care","KY","Louisville",60719,92870,2806,43055,67100,"no","no","no","yes"
"Energy Transfer",43,2023,"Pipelines","Energy","TX","Dallas",38590,89876,4756,105643,12565,"no","no","no","yes"
"State Farm Insurance",44,2023,"Insurance: Property and Casualty (Mutual)","Financials","IL","Bloomington",,89328,6654,318243,60519,"no","no","no","yes"
"Freddie Mac",45,2023,"Diversified Financials","Financials","VA","McLean",266,86717,9327,3208333,7819,"no","no","no","yes"
"PepsiCo",46,2023,"Food Consumer Products","Food, Beverages & Tobacco","NY","Purchase",251085,86392,8910,92187,315000,"no","no","no","yes"
"Wells Fargo",47,2023,"Commercial Banks","Financials","CA","San Francisco",141188,82859,13182,1881016,238000,"no","no","no","yes"
"Walt Disney",48,2023,"Entertainment","Media","CA","Burbank",182920,82722,3145,203631,195800,"no","no","no","yes"
"ConocoPhillips",49,2023,"Mining, Crude-Oil Production","Energy","TX","Houston",120777,82156,18680,93829,9500,"no","no","no","yes"
"Tesla",50,2023,"Motor Vehicles & Parts","Motor Vehicles & Parts","TX","Austin",656425,81462,12556,82338,127855,"yes","no","no","yes"
"Procter & Gamble",51,2023,"Household and Personal Products","Household Products","OH","Cincinnati",350781,80187,14742,117208,106000,"no","no","no","yes"
"General Electric",52,2023,"Industrial Machinery","Industrials","MA","Boston",104231,76555,225,187788,172000,"no","no","no","yes"
"Albertsons",53,2023,"Food & Drug Stores","Food & Drug Stores","ID","Boise",11132,71887,1620,28123,195750,"no","no","no","yes"
"MetLife",54,2023,"Insurance: Life, Health (Stock)","Financials","NY","New York",44867,69898,2539,666611,45000,"no","no","no","yes"
"Goldman Sachs Group",55,2023,"Commercial Banks","Financials","NY","New York",113964,68711,11261,1441799,48500,"no","no","no","yes"
"Sysco",56,2023,"Wholesalers: Food and Grocery","Wholesalers","TX","Houston",39202,68636,1359,22086,70510,"no","no","no","yes"
"Raytheon Technologies",57,2023,"Aerospace & Defense","Aerospace & Defense","VA","Arlington",143292,67074,5197,158864,182000,"no","no","no","yes"
"Boeing",58,2023,"Aerospace & Defense","Aerospace & Defense","VA","Arlington",127283,66608,4935,137100,156000,"no","no","no","yes"
"StoneX Group",59,2023,"Diversified Financials","Financials","NY","New York",2138,66036,207,19860,3615,"no","no","no","yes"
"Lockheed Martin",60,2023,"Aerospace & Defense","Aerospace & Defense","MD","Bethesda",120319,65984,5732,52880,116000,"no","no","no","yes"
"Morgan Stanley",61,2023,"Commercial Banks","Financials","NY","New York",147674,65936,11029,1180231,82427,"no","no","no","yes"
"Intel",62,2023,"Semiconductors and Other Electronic Components","Technology","CA","Santa Clara",136268,63054,8014,182103,131900,"no","no","no","yes"
"HP",63,2023,"Computers, Office Equipment","Technology","CA","Palo Alto",28919,62983,3203,38587,58000,"no","no","no","yes"
"TD Synnex",64,2023,"Wholesalers: Electronics and Office Equipment","Wholesalers","CA","Fremont",9061,62344,651,29734,28500,"no","no","no","yes"
"IBM",65,2023,"Information Technology Services","Technology","NY","Armonk",118913,60530,1639,127243,303100,"no","no","no","yes"
"HCA Healthcare",66,2023,"Health Care: Medical Facilities","Health Care","TN","Nashville",73107,60233,5643,52438,250500,"no","no","no","yes"
"Prudential Financial",67,2023,"Insurance: Life, Health (Stock)","Financials","NJ","Newark",30363,60050,1438,689917,39583,"no","no","no","yes"
"Caterpillar",68,2023,"Construction and Farm Machinery","Industrials","TX","Irving",118161,59427,6705,81943,109100,"no","no","no","yes"
"Merck",69,2023,"Pharmaceuticals","Health Care","NJ","Rahway",270081,59283,14519,109160,68000,"no","no","no","yes"
"World Fuel Services",70,2023,"Energy","Energy","FL","Miami",1585,59043,114,8165,5214,"no","no","no","yes"
"New York Life Insurance",71,2023,"Insurance: Life, Health (Mutual)","Financials","NY","New York",,58445,1127,392126,15050,"no","no","no","yes"
"Enterprise Products Partners",72,2023,"Pipelines","Energy","TX","Houston",56224,58186,5490,68108,7300,"no","no","no","yes"
"AbbVie",73,2023,"Pharmaceuticals","Health Care","IL","North Chicago",281151,58054,11836,138805,50000,"no","no","no","yes"
"Plains GP Holdings",74,2023,"Pipelines","Energy","TX","Houston",2551,57342,168,29207,4100,"no","no","no","yes"
"Dow",75,2023,"Chemicals","Chemicals","MI","Midland",38812,56902,4582,60603,37800,"no","no","no","yes"
"AIG",76,2023,"Insurance: Property and Casualty (Stock)","Financials","NY","New York",36948,56437,10276,526634,26200,"no","no","no","yes"
"American Express",77,2023,"Diversified Financials","Financials","NY","New York",122734,55625,7514,228354,77300,"no","no","no","yes"
"Publix Super Markets",78,2023,"Food & Drug Stores","Food & Drug Stores","FL","Lakeland",,54942,2918,31047,242000,"no","no","no","yes"
"Charter Communications",79,2023,"Telecommunications","Telecommunications","CT","Stamford",60477,54022,5055,144523,101700,"no","no","no","yes"
"Tyson Foods",80,2023,"Food Production","Food, Beverages & Tobacco","AR","Springdale",21096,53282,3238,36821,142000,"no","no","no","yes"
"Deere",81,2023,"Construction and Farm Machinery","Industrials","IL","Moline",122346,52577,7131,90030,82239,"no","no","no","yes"
"Cisco Systems",82,2023,"Network and Other Communications Equipment","Technology","CA","San Jose",214109,51557,11812,94002,83300,"no","no","no","yes"
"Nationwide",83,2023,"Insurance: Property and Casualty (Mutual)","Financials","OH","Columbus",,51450,988,264511,24791,"no","no","no","yes"
"Allstate",84,2023,"Insurance: Property and Casualty (Stock)","Financials","IL","Northbrook",29180,51412,1311,97957,54250,"no","no","no","yes"
"Delta Air Lines",85,2023,"Airlines","Transportation","GA","Atlanta",22392,50582,1318,72288,95000,"no","no","no","yes"
"Liberty Mutual Insurance Group",86,2023,"Insurance: Property and Casualty (Stock)","Financials","MA","Boston",,49956,414,160316,50000,"no","no","no","yes"
"TJX",87,2023,"Specialty Retailers: Apparel","Retailing","MA","Framingham",90315,49936,3498,28349,329000,"no","no","no","yes"
"Progressive",88,2023,"Insurance: Property and Casualty (Stock)","Financials","OH","Mayfield Village",83743,49611,722,75465,55063,"no","yes","no","yes"
"American Airlines Group",89,2023,"Airlines","Transportation","TX","Fort Worth",9629,48971,127,64716,129700,"no","no","no","yes"
"CHS",90,2023,"Food Production","Food, Beverages & Tobacco","MN","Inver Grove Heights",,47792,1679,18825,10014,"no","no","no","yes"
"Performance Food Group",91,2023,"Wholesalers: Food and Grocery","Wholesalers","VA","Richmond",9422,47194,113,12378,34825,"no","no","no","yes"
"PBF Energy",92,2023,"Petroleum Refining","Energy","NJ","Parsippany",5589,46830,2877,13549,3616,"no","no","no","no"
"Nike",93,2023,"Apparel","Apparel","OR","Beaverton",190161,46710,6046,40321,79100,"no","no","no","yes"
"Best Buy",94,2023,"Specialty Retailers: Other","Retailing","MN","Richfield",17066,46298,1419,15803,71100,"no","yes","no","yes"
"Bristol-Myers Squibb",95,2023,"Pharmaceuticals","Health Care","NY","New York",145780,46159,6327,96820,34300,"no","no","no","yes"
"United Airlines Holdings",96,2023,"Airlines","Transportation","IL","Chicago",14474,44955,737,67358,92795,"no","no","no","no"
"Thermo Fisher Scientific",97,2023,"Scientific, Photographic and Control Equipment","Technology","MA","Waltham",222150,44915,6950,97154,130000,"no","no","no","yes"
"Qualcomm",98,2023,"Semiconductors and Other Electronic Components","Technology","CA","San Diego",142252,44200,12936,49014,51000,"no","no","no","yes"
"Abbott Laboratories",99,2023,"Medical Products and Equipment","Health Care","IL","Abbott Park",175984,43653,6933,74438,115000,"no","no","no","yes"
"Coca-Cola",100,2023,"Beverages","Food, Beverages & Tobacco","GA","Atlanta",268361,43004,9542,92763,82500,"no","no","no","yes"
"Oracle",101,2023,"Computer Software","Technology","TX","Austin",250866,42440,6717,109297,143000,"no","yes","no","yes"
"Nucor",102,2023,"Metals","Materials","NC","Charlotte",38917,41513,7607,32479,31400,"no","no","no","yes"
"TIAA",103,2023,"Insurance: Life, Health (Mutual)","Financials","NY","New York",,40911,494,634457,16070,"no","yes","no","yes"
"Massachusetts Mutual Life Insurance",104,2023,"Insurance: Life, Health (Mutual)","Financials","MA","Springfield",,40281,1485,381336,10662,"no","no","no","yes"
"General Dynamics",105,2023,"Aerospace & Defense","Aerospace & Defense","VA","Reston",62692,39407,3390,51585,106500,"no","yes","no","yes"
"Capital One Financial",106,2023,"Commercial Banks","Financials","VA","McLean",36776,38373,7360,455249,55943,"yes","no","no","yes"
"HF Sinclair",107,2023,"Petroleum Refining","Energy","TX","Dallas",9492,38205,2923,18126,5223,"no","no","no","no"
"Dollar General",108,2023,"Specialty Retailers: Other","Retailing","TN","Goodlettsville",46114,37845,2416,29083,170000,"no","no","no","yes"
"Arrow Electronics",109,2023,"Wholesalers: Electronics and Office Equipment","Wholesalers","CO","Centennial",7278,37124,1427,21763,22300,"no","no","no","yes"
"Occidental Petroleum",110,2023,"Mining, Crude-Oil Production","Energy","TX","Houston",56069,37095,13304,72609,11973,"no","yes","no","no"
"Northwestern Mutual",111,2023,"Insurance: Life, Health (Mutual)","Financials","WI","Milwaukee",,36921,912,340390,8323,"no","no","no","yes"
"Travelers",112,2023,"Insurance: Property and Casualty (Stock)","Financials","NY","New York",39783,36884,2842,115717,32175,"no","no","no","yes"
"Northrop Grumman",113,2023,"Aerospace & Defense","Aerospace & Defense","VA","Falls Church",70203,36602,4896,43755,95000,"no","yes","no","yes"
"USAA",114,2023,"Insurance: Property and Casualty (Stock)","Financials","TX","San Antonio",,36297,1296,204005,36820,"no","no","no","yes"
"Honeywell International",115,2023,"Electronics, Electrical Equipment","Industrials","NC","Charlotte",127695,35466,4966,62275,97000,"no","no","no","yes"
"3M",116,2023,"Chemicals","Chemicals","MN","St. Paul",57965,34229,5777,46455,92000,"no","no","no","yes"
"US Foods Holding",117,2023,"Wholesalers: Food and Grocery","Wholesalers","IL","Rosemont",8568,34057,265,12773,29000,"no","no","no","yes"
"Warner Bros. Discovery",118,2023,"Entertainment","Media","NY","New York",36778,33817,7371,134001,37500,"no","no","no","no"
"Lennar",119,2023,"Homebuilders","Engineering & Construction","FL","Miami",29726,33671,4614,37984,12012,"no","no","no","no"
"D.R. Horton",120,2023,"Homebuilders","Engineering & Construction","TX","Arlington",33546,33480,5858,30351,13237,"no","no","no","no"
"Jabil",121,2023,"Semiconductors and Other Electronic Components","Technology","FL","St. Petersburg",11750,33478,996,19717,250000,"no","no","no","yes"
"Cheniere Energy",122,2023,"Pipelines","Energy","TX","Houston",38408,33428,1428,41266,1551,"no","no","no","no"
"Broadcom",123,2023,"Semiconductors and Other Electronic Components","Technology","CA","San Jose",267473,33203,11495,73249,20000,"no","no","no","no"
"CarMax",124,2023,"Automotive Retailing, Services","Retailing","VA","Richmond",10158,33197,1151,26338,32647,"no","no","no","yes"
"Starbucks",125,2023,"Food Services","Hotels, Restaurants & Leisure","WA","Seattle",119677,32250,3282,27978,402000,"no","no","no","yes"
"Molina Healthcare",126,2023,"Health Care: Insurance and Managed Care","Health Care","CA","Long Beach",15586,31974,792,12314,15000,"no","no","no","no"
"Uber Technologies",127,2023,"Internet Services and Retailing","Technology","CA","San Francisco",63840,31877,9141,32109,32800,"no","no","no","no"
"Philip Morris International",128,2023,"Tobacco","Food, Beverages & Tobacco","CT","Stamford",150946,31762,9048,61681,79800,"no","no","no","yes"
"Netflix",129,2023,"Entertainment","Media","CA","Los Gatos",153858,31616,4492,48595,12800,"no","no","no","yes"
"NRG Energy",130,2023,"Energy","Energy","TX","Houston",7965,31543,1221,29146,6603,"no","no","no","no"
"Mondelez International",131,2023,"Food Consumer Products","Food, Beverages & Tobacco","IL","Chicago",95050,31496,2717,71161,91000,"no","no","no","yes"
"Danaher",132,2023,"Medical Products and Equipment","Health Care","DC","Washington",183764,31471,7209,84350,80000,"no","no","no","yes"
"Salesforce",133,2023,"Computer Software","Technology","CA","San Francisco",199780,31352,208,98849,79390,"yes","no","no","no"
"Paramount Global",134,2023,"Entertainment","Media","NY","New York",14657,31331,1104,58393,27400,"no","no","no","yes"
"CBRE Group",135,2023,"Real Estate","Financials","TX","Dallas",22563,30828,1407,20513,115000,"no","no","no","no"
"Micron Technology",136,2023,"Semiconductors and Other Electronic Components","Technology","ID","Boise",66036,30758,8687,66283,48000,"no","no","no","no"
"Visa",137,2023,"Financial Data Services","Business Services","CA","San Francisco",475307,29310,14957,85501,26500,"no","no","no","no"
"Southern",138,2023,"Utilities: Gas and Electric","Energy","GA","Atlanta",75948,29279,3524,134891,27562,"no","no","no","no"
"United Natural Foods",139,2023,"Wholesalers: Food and Grocery","Wholesalers","RI","Providence",1565,28928,248,7628,30300,"no","no","no","no"
"Paccar",140,2023,"Motor Vehicles & Parts","Motor Vehicles & Parts","WA","Bellevue",38251,28820,3012,33276,31100,"no","no","no","no"
"Duke Energy",141,2023,"Utilities: Gas and Electric","Energy","NC","Charlotte",74344,28784,2550,178086,27859,"no","yes","no","no"
"Eli Lilly",142,2023,"Pharmaceuticals","Health Care","IN","Indianapolis",326351,28541,6245,49490,39000,"no","no","no","no"
"Hewlett Packard Enterprise",143,2023,"Computers, Office Equipment","Technology","TX","Spring",20643,28496,868,57123,60200,"no","no","no","no"
"Dollar Tree",144,2023,"Specialty Retailers: Other","Retailing","VA","Chesapeake",31757,28332,1615,23022,136287,"no","no","no","no"
"Lithia Motors",145,2023,"Automotive Retailing, Services","Retailing","OR","Medford",6337,28188,1251,15007,21875,"no","no","no","no"
"Cummins",146,2023,"Industrial Machinery","Industrials","IN","Columbus",33811,28074,2151,30299,73600,"no","yes","no","no"
"Penske Automotive Group",147,2023,"Automotive Retailing, Services","Retailing","MI","Bloomfield Hills",9795,27815,1380,14115,26816,"no","no","no","no"
"PayPal Holdings",148,2023,"Financial Data Services","Business Services","CA","San Jose",85917,27518,2419,78717,29900,"no","no","no","no"
"U.S. Bancorp",149,2023,"Commercial Banks","Financials","MN","Minneapolis",55221,27401,5825,674805,76646,"no","no","no","no"
"Gilead Sciences",150,2023,"Pharmaceuticals","Health Care","CA","Foster City",103614,27281,4592,63171,17000,"no","no","no","no"
"AutoNation",151,2023,"Automotive Retailing, Services","Retailing","FL","Fort Lauderdale",6301,26985,1377,10060,23600,"no","no","no","no"
"Nvidia",152,2023,"Semiconductors and Other Electronic Components","Technology","CA","Santa Clara",686092,26974,4368,41182,26196,"yes","no","no","no"
"Kraft Heinz",153,2023,"Food Consumer Products","Food, Beverages & Tobacco","IL","Chicago",47448,26485,2363,90513,37000,"no","no","no","no"
"Amgen",154,2023,"Pharmaceuticals","Health Care","CA","Thousand Oaks",129089,26323,6552,65121,25200,"no","no","no","no"
"Applied Materials",155,2023,"Semiconductors and Other Electronic Components","Technology","CA","Santa Clara",103806,25785,6525,26726,33000,"no","no","no","no"
"EOG Resources",156,2023,"Mining, Crude-Oil Production","Energy","TX","Houston",67371,25702,7759,41371,2850,"no","no","no","no"
"Truist Financial",157,2023,"Commercial Banks","Financials","NC","Charlotte",45290,25356,6260,555255,53987,"no","no","no","no"
"Macy's",158,2023,"General Merchandisers","Retailing","NY","New York",4747,25305,1177,16866,94570,"no","no","no","no"
"Union Pacific",159,2023,"Railroads","Transportation","NE","Omaha",123146,24875,6998,65449,33179,"no","no","no","no"
"C.H. Robinson Worldwide",160,2023,"Transportation and Logistics","Transportation","MN","Eden Prairie",11417,24697,941,5955,17399,"no","no","no","no"
"Rite Aid",161,2023,"Food & Drug Stores","Food & Drug Stores","PA","Philadelphia",127,24568,539,8529,53000,"no","yes","no","no"
"Constellation Energy",162,2023,"Energy","Energy","MD","Baltimore",25712,24440,160,46909,13370,"no","no","yes","no"
"Avnet",163,2023,"Wholesalers: Electronics and Office Equipment","Wholesalers","AZ","Phoenix",4130,24311,692,10389,15300,"no","no","no","no"
"Pioneer Natural Resources",164,2023,"Mining, Crude-Oil Production","Energy","TX","Irving",47997,24294,7845,35740,2076,"no","no","no","no"
"Southwest Airlines",165,2023,"Airlines","Transportation","TX","Dallas",19338,23814,539,35369,66656,"no","no","no","no"
"CDW",166,2023,"Information Technology Services","Technology","IL","Lincolnshire",26337,23749,1115,13132,15100,"no","yes","no","no"
"Advanced Micro Devices",167,2023,"Semiconductors and Other Electronic Components","Technology","CA","Santa Clara",157738,23601,1320,67580,25000,"no","yes","no","no"
"PNC Financial Services Group",168,2023,"Commercial Banks","Financials","PA","Pittsburgh",50800,23542,6041,557263,60720,"no","no","no","no"
"McDonald's",169,2023,"Food Services","Hotels, Restaurants & Leisure","IL","Chicago",204534,23183,6177,50436,150000,"no","no","no","no"
"Cleveland-Cliffs",170,2023,"Metals","Materials","OH","Cleveland",9436,22989,1335,18755,27000,"no","no","no","no"
"Freeport-McMoRan",171,2023,"Mining, Crude-Oil Production","Energy","AZ","Phoenix",58530,22780,3468,51093,25600,"no","no","no","no"
"Builders FirstSource",172,2023,"Building Materials, Glass","Materials","TX","Dallas",12253,22726,2749,10595,29000,"no","no","no","no"
"Oneok",173,2023,"Pipelines","Energy","OK","Tulsa",28416,22387,1722,24379,2966,"no","no","no","no"
"Hartford Financial Services Group",174,2023,"Insurance: Property and Casualty (Stock)","Financials","CT","Hartford",21817,22362,1815,73022,18800,"no","no","no","no"
"Charles Schwab",175,2023,"Securities","Financials","TX","Westlake",95264,22307,7183,551772,35300,"no","no","no","no"
"Steel Dynamics",176,2023,"Metals","Materials","IN","Fort Wayne",19286,22261,3863,14160,12060,"yes","no","no","no"
"Mastercard",177,2023,"Financial Data Services","Business Services","NY","Purchase",346418,22237,9930,38724,29900,"no","no","no","no"
"Sherwin-Williams",178,2023,"Chemicals","Chemicals","OH","Cleveland",58090,22149,2020,22594,64366,"no","no","no","no"
"Genuine Parts",179,2023,"Wholesalers: Diversified","Wholesalers","GA","Atlanta",23559,22096,1183,16495,58000,"no","no","no","no"
"PG&E",180,2023,"Utilities: Gas and Electric","Energy","CA","Oakland",32154,21680,1800,118644,26010,"no","yes","no","no"
"WESCO International",181,2023,"Wholesalers: Diversified","Wholesalers","PA","Pittsburgh",7897,21420,861,14812,20000,"no","no","no","no"
"Murphy USA",182,2023,"Specialty Retailers: Other","Retailing","AR","El Dorado",5621,21266,673,4123,10550,"no","no","no","no"
"WestRock",183,2023,"Packaging, Containers","Materials","GA","Atlanta",7759,21257,945,28406,50500,"no","no","no","no"
"International Paper",184,2023,"Packaging, Containers","Materials","TN","Memphis",12598,21161,1504,23940,39000,"no","no","no","no"
"Baker Hughes",185,2023,"Oil and Gas Equipment, Services","Energy","TX","Houston",29386,21156,601,34181,55000,"no","no","no","no"
"United States Steel",186,2023,"Metals","Materials","PA","Pittsburgh",5930,21065,2524,19458,22740,"no","no","no","no"
"NextEra Energy",187,2023,"Utilities: Gas and Electric","Energy","FL","Juno Beach",153196,20956,4147,158935,15300,"no","no","no","no"
"Targa Resources",188,2023,"Pipelines","Energy","TX","Houston",16507,20930,1196,19560,2850,"no","no","no","no"
"Lear",189,2023,"Motor Vehicles & Parts","Motor Vehicles & Parts","MI","Southfield",8248,20892,328,13763,168700,"no","no","no","no"
"Jones Lang LaSalle",190,2023,"Real Estate","Financials","IL","Chicago",6926,20862,655,15594,103300,"no","no","no","no"
"Goodyear Tire & Rubber",191,2023,"Motor Vehicles & Parts","Motor Vehicles & Parts","OH","Akron",3122,20805,202,22431,74000,"no","no","no","no"
"Marriott International",192,2023,"Hotels, Casinos, Resorts","Hotels, Restaurants & Leisure","MD","Bethesda",51287,20773,2358,24815,140000,"no","no","no","no"
"Marsh & McLennan",193,2023,"Diversified Financials","Financials","NY","New York",82371,20720,3050,33454,85000,"no","no","no","no"
"Altria Group",194,2023,"Tobacco","Food, Beverages & Tobacco","VA","Richmond",79672,20688,5764,36954,6300,"no","no","no","no"
"Coupang",195,2023,"Internet Services and Retailing","Retailing","WA","Seattle",28388,20583,92,9513,63000,"yes","no","yes","no"
"Carrier Global",196,2023,"Industrial Machinery","Industrials","FL","Palm Beach Gardens",38199,20421,3534,26086,52000,"no","no","no","no"
"Halliburton",197,2023,"Oil and Gas Equipment, Services","Energy","TX","Houston",28605,20297,1572,23255,45000,"no","no","no","no"
"Delek US Holdings",198,2023,"Petroleum Refining","Energy","TN","Brentwood",1538,20246,257,8193,3746,"no","no","no","no"
"Kimberly-Clark",199,2023,"Household and Personal Products","Household Products","TX","Irving",45293,20175,1934,17970,44000,"no","no","no","no"
